ticket_id,status,status_group,priority,source,topic,product_group,support_level,agent_group,agent_name,country,latitude,longitude,created_at,created_date,year_month,created_year,created_month_number,created_month_name,created_quarter,created_day_name,expected_first_response_at,first_response_at,response_target_minutes,first_response_minutes,source_response_sla_status,calculated_response_sla_status,response_sla_breached,expected_resolution_at,resolution_at,resolution_target_hours,resolution_hours,source_resolution_sla_status,calculated_resolution_sla_status,resolution_sla_breached,closed_at,closure_hours,agent_interactions,survey_score,is_active_backlog,is_completed,active_overdue,backlog_age_days,invalid_response_timestamp,response_sla_label_mismatch,resolution_sla_label_mismatch,data_quality_issue,agent_id
2288,Resolved,Completed,Low,Chat,Product setup,Other,Tier 2,2nd line support,Michele Whyatt,Austria,47.6964719,13.3457347,2023-06-06 11:06:41.000000,2023-06-06,2023-06,2023,6,June,Q2,Tuesday,2023-06-06 11:08:41.000000,2023-06-06 11:06:52.578000,2.0,0.19,Within SLA,Within SLA,False,2023-06-07 11:06:41.000000,2023-06-07 05:14:52.075000,24.0,18.14,Within SLA,Within SLA,False,,,8.0,,False,True,False,0.0,False,False,False,None,AG008
2289,Closed,Completed,Medium,Chat,Pricing and licensing,Custom software development,Tier 1,1st line support,Bernard Beckley,Poland,52.536273,19.050639,2023-06-07 19:00:40.000000,2023-06-07,2023-06,2023,6,June,Q2,Wednesday,2023-06-07 19:02:40.000000,2023-06-07 19:02:10.922000,2.0,1.52,Within SLA,Within SLA,False,2023-06-08 19:00:40.000000,2023-06-08 15:23:14.297000,24.0,20.38,Within SLA,Within SLA,False,2023-06-12 19:42:19.144000,120.69,4.0,4.0,False,True,False,0.0,False,False,False,None,AG001
2290,Resolved,Completed,Low,Email,Pricing and licensing,Custom software development,Tier 1,1st line support,Connor Danielovitch,Bulgaria,42.7249925,25.4833039,2023-06-07 18:11:08.000000,2023-06-07,2023-06,2023,6,June,Q2,Wednesday,2023-06-07 19:11:08.000000,2023-06-07 18:34:09.579000,60.0,23.03,Within SLA,Within SLA,False,2023-06-09 18:11:08.000000,2023-06-07 19:13:20.210000,48.0,1.04,Within SLA,Within SLA,False,,,3.0,,False,True,False,0.0,False,False,False,None,AG002
2291,Closed,Completed,Medium,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Czech Republic,49.8037633,15.4749126,2023-06-07 20:16:46.000000,2023-06-07,2023-06,2023,6,June,Q2,Wednesday,2023-06-07 21:16:46.000000,2023-06-08 03:57:38.325000,60.0,460.87,SLA Violated,SLA Violated,True,2023-06-09 20:16:46.000000,2023-06-08 03:43:35.095000,48.0,7.45,Within SLA,Within SLA,False,2023-06-10 16:33:19.930000,68.28,1.0,4.0,False,True,False,0.0,False,False,False,None,AG004
2293,Closed,Completed,Low,Email,Purchasing and invoicing,Other,Tier 2,2nd line support,Adolpho Messingham,France,48.864716,2.349014,2023-06-07 14:19:45.000000,2023-06-07,2023-06,2023,6,June,Q2,Wednesday,2023-06-07 15:19:45.000000,2023-06-07 15:09:42.801000,60.0,49.96,Within SLA,Within SLA,False,2023-06-09 14:19:45.000000,2023-06-07 19:33:40.299000,48.0,5.23,Within SLA,Within SLA,False,2023-06-11 04:53:52.304000,86.57,3.0,5.0,False,True,False,0.0,False,False,False,None,AG006
2294,In progress,Active,Medium,Chat,Product setup,Training and Consulting Services,Tier 1,1st line support,Connor Danielovitch,United Kingdom,55.378052,-3.435973,2023-06-07 20:19:54.000000,2023-06-07,2023-06,2023,6,June,Q2,Wednesday,2023-06-07 20:21:54.000000,2023-06-07 20:21:30.339000,2.0,1.61,Within SLA,Within SLA,False,2023-06-08 20:19:54.000000,,24.0,,SLA Violated,SLA Violated,True,,,9.0,,True,False,True,210.39,False,False,False,None,AG002
2295,In progress,Active,Low,Chat,Product setup,Other,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,2023-06-07 10:55:09.000000,2023-06-07,2023-06,2023,6,June,Q2,Wednesday,2023-06-07 10:57:09.000000,2023-06-07 10:56:35.208000,2.0,1.44,Within SLA,Within SLA,False,2023-06-08 10:55:09.000000,,24.0,,SLA Violated,SLA Violated,True,,,6.0,,True,False,True,210.78,False,False,False,None,AG005
2296,Resolved,Completed,Low,Email,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,2023-06-07 11:43:39.000000,2023-06-07,2023-06,2023,6,June,Q2,Wednesday,2023-06-07 12:43:39.000000,2023-06-07 12:37:01.018000,60.0,53.37,Within SLA,Within SLA,False,2023-06-09 11:43:39.000000,2023-06-07 18:16:19.845000,48.0,6.54,Within SLA,Within SLA,False,,,7.0,,False,True,False,0.0,False,False,False,None,AG005
2297,Resolved,Completed,High,Chat,Pricing and licensing,Other,Tier 1,1st line support,Nicola Wane,Czech Republic,49.8037633,15.4749126,2023-06-07 00:04:06.000000,2023-06-07,2023-06,2023,6,June,Q2,Wednesday,2023-06-07 00:06:06.000000,2023-06-07 00:04:11.338000,2.0,0.09,Within SLA,Within SLA,False,2023-06-08 00:04:06.000000,2023-06-07 06:54:04.544000,24.0,6.83,Within SLA,Within SLA,False,,,6.0,,False,True,False,0.0,False,False,False,None,AG004
2298,In progress,Active,Low,Email,Purchasing and invoicing,Custom software development,Tier 2,2nd line support,Michele Whyatt,Poland,52.536273,19.050639,2023-06-07 02:16:11.000000,2023-06-07,2023-06,2023,6,June,Q2,Wednesday,2023-06-07 03:16:11.000000,2023-06-07 03:03:18.105000,60.0,47.12,Within SLA,Within SLA,False,2023-06-09 02:16:11.000000,,48.0,,SLA Violated,SLA Violated,True,,,3.0,,True,False,True,211.14,False,False,False,None,AG008
2299,Closed,Completed,High,Email,Product setup,Custom software development,Tier 2,2nd line support,Heather Urry,Germany,51.165691,10.451526,2023-06-08 15:54:13.000000,2023-06-08,2023-06,2023,6,June,Q2,Thursday,2023-06-08 16:54:13.000000,2023-06-08 16:20:50.505000,60.0,26.63,Within SLA,Within SLA,False,2023-06-10 15:54:13.000000,2023-06-10 01:10:01.279000,48.0,33.26,Within SLA,Within SLA,False,2023-06-14 13:40:06.106000,141.76,1.0,4.0,False,True,False,0.0,False,False,False,None,AG007
2300,Closed,Completed,Low,Email,Feature request,Custom software development,Tier 2,2nd line support,Adolpho Messingham,Bulgaria,42.7249925,25.4833039,2023-06-08 03:34:17.000000,2023-06-08,2023-06,2023,6,June,Q2,Thursday,2023-06-08 04:34:17.000000,2023-06-08 03:44:08.813000,60.0,9.86,Within SLA,Within SLA,False,2023-06-10 03:34:17.000000,2023-06-09 05:49:31.680000,48.0,26.25,Within SLA,Within SLA,False,2023-06-10 03:47:08.898000,48.21,1.0,2.0,False,True,False,0.0,False,False,False,None,AG006
2301,Closed,Completed,Medium,Email,Feature request,Custom software development,Tier 1,1st line support,Bernard Beckley,Republic of Ireland,53.094024,-8.019675,2023-06-08 16:52:30.000000,2023-06-08,2023-06,2023,6,June,Q2,Thursday,2023-06-08 17:52:30.000000,2023-06-08 17:48:38.638000,60.0,56.14,Within SLA,Within SLA,False,2023-06-10 16:52:30.000000,2023-06-14 04:55:54.469000,48.0,132.06,SLA Violated,SLA Violated,True,2023-06-16 00:03:37.400000,175.19,3.0,4.0,False,True,False,0.0,False,False,False,None,AG001
2302,In progress,Active,Low,Chat,Pricing and licensing,Custom software development,Tier 1,1st line support,Connor Danielovitch,France,48.864716,2.349014,2023-06-08 00:17:24.000000,2023-06-08,2023-06,2023,6,June,Q2,Thursday,2023-06-08 00:19:24.000000,2023-06-08 00:18:02.610000,2.0,0.64,Within SLA,Within SLA,False,2023-06-09 00:17:24.000000,,24.0,,SLA Violated,SLA Violated,True,,,8.0,,True,False,True,210.22,False,False,False,None,AG002
2304,In progress,Active,Low,Email,Pricing and licensing,Custom software development,Tier 1,1st line support,Nicola Wane,United Kingdom,55.378052,-3.435973,2023-06-09 20:18:40.000000,2023-06-09,2023-06,2023,6,June,Q2,Friday,2023-06-09 21:18:40.000000,2023-06-09 21:00:30.099000,60.0,41.83,Within SLA,Within SLA,False,2023-06-11 20:18:40.000000,,48.0,,SLA Violated,SLA Violated,True,,,1.0,,True,False,True,208.39,False,False,False,None,AG004
2305,Closed,Completed,Low,Email,Pricing and licensing,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Poland,52.536273,19.050639,2023-06-09 15:57:03.000000,2023-06-09,2023-06,2023,6,June,Q2,Friday,2023-06-09 16:57:03.000000,2023-06-09 16:12:30.599000,60.0,15.46,Within SLA,Within SLA,False,2023-06-11 15:57:03.000000,2023-06-11 11:37:38.155000,48.0,43.68,Within SLA,Within SLA,False,2023-06-11 07:11:25.160000,39.24,10.0,5.0,False,True,False,0.0,False,False,False,None,AG005
2306,Closed,Completed,Low,Chat,Product setup,Custom software development,Tier 2,2nd line support,Heather Urry,Italy,43.036776,12.678565,2023-06-09 23:12:15.000000,2023-06-09,2023-06,2023,6,June,Q2,Friday,2023-06-09 23:14:15.000000,2023-06-09 23:13:57.418000,2.0,1.71,Within SLA,Within SLA,False,2023-06-10 23:12:15.000000,2023-06-10 02:15:40.402000,24.0,3.06,Within SLA,Within SLA,False,2023-06-14 09:57:35.631000,106.76,7.0,3.0,False,True,False,0.0,False,False,False,None,AG007
2307,In progress,Active,High,Email,Bug report,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Austria,47.6964719,13.3457347,2023-06-09 00:30:42.000000,2023-06-09,2023-06,2023,6,June,Q2,Friday,2023-06-09 01:30:42.000000,2023-06-09 00:36:53.195000,60.0,6.19,Within SLA,Within SLA,False,2023-06-11 00:30:42.000000,,48.0,,SLA Violated,SLA Violated,True,,,2.0,,True,False,True,209.21,False,False,False,None,AG006
2309,Closed,Completed,Low,Chat,Bug report,Custom software development,Tier 2,2nd line support,Adolpho Messingham,Greece,39.368279,21.863141,2023-06-09 15:51:47.000000,2023-06-09,2023-06,2023,6,June,Q2,Friday,2023-06-09 15:53:47.000000,2023-06-09 15:54:22.214000,2.0,2.59,SLA Violated,SLA Violated,True,2023-06-10 15:51:47.000000,2023-06-10 00:04:18.344000,24.0,8.21,Within SLA,Within SLA,False,2023-06-09 22:14:10.782000,6.37,3.0,3.0,False,True,False,0.0,False,False,False,None,AG006
2310,Closed,Completed,Low,Chat,Bug report,Training and Consulting Services,Tier 1,1st line support,Connor Danielovitch,Germany,51.165691,10.451526,2023-06-09 13:39:42.000000,2023-06-09,2023-06,2023,6,June,Q2,Friday,2023-06-09 13:41:42.000000,2023-06-09 13:41:25.081000,2.0,1.72,Within SLA,Within SLA,False,2023-06-10 13:39:42.000000,2023-06-09 16:01:08.467000,24.0,2.36,Within SLA,Within SLA,False,2023-06-13 20:23:01.365000,102.72,60.0,3.0,False,True,False,0.0,False,False,False,None,AG002
2311,Closed,Completed,High,Email,Pricing and licensing,Custom software development,Tier 1,1st line support,Kristos Westoll,Republic of Ireland,53.094024,-8.019675,2023-06-09 15:21:40.000000,2023-06-09,2023-06,2023,6,June,Q2,Friday,2023-06-09 16:21:40.000000,2023-06-09 15:37:05.488000,60.0,15.42,Within SLA,Within SLA,False,2023-06-11 15:21:40.000000,2023-06-10 01:55:26.131000,48.0,10.56,Within SLA,Within SLA,False,2023-06-11 23:11:12.998000,55.83,1.0,5.0,False,True,False,0.0,False,False,False,None,AG003
2313,In progress,Active,Low,Email,Pricing and licensing,Custom software development,Tier 1,1st line support,Kristos Westoll,Austria,47.6964719,13.3457347,2023-06-10 03:28:37.000000,2023-06-10,2023-06,2023,6,June,Q2,Saturday,2023-06-10 04:28:37.000000,2023-06-10 03:36:28.009000,60.0,7.85,Within SLA,Within SLA,False,2023-06-12 03:28:37.000000,,48.0,,SLA Violated,SLA Violated,True,,,10.0,,True,False,True,208.09,False,False,False,None,AG003
2321,Resolved,Completed,Medium,Chat,Product setup,Ready to use Software,Tier 2,2nd line support,Heather Urry,France,48.864716,2.349014,2023-06-10 05:14:08.000000,2023-06-10,2023-06,2023,6,June,Q2,Saturday,2023-06-10 05:16:08.000000,2023-06-10 05:15:56.977000,2.0,1.82,Within SLA,Within SLA,False,2023-06-11 05:14:08.000000,2023-06-10 16:07:44.737000,24.0,10.89,Within SLA,Within SLA,False,,,6.0,,False,True,False,0.0,False,False,False,None,AG007
2322,Resolved,Completed,Low,Chat,Feature request,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,France,48.864716,2.349014,2023-06-10 15:57:39.000000,2023-06-10,2023-06,2023,6,June,Q2,Saturday,2023-06-10 15:59:39.000000,2023-06-10 15:59:34.109000,2.0,1.92,Within SLA,Within SLA,False,2023-06-11 15:57:39.000000,2023-06-11 10:32:41.482000,24.0,18.58,Within SLA,Within SLA,False,,,5.0,,False,True,False,0.0,False,False,False,None,AG002
2323,Closed,Completed,Low,Email,Product setup,Training and Consulting Services,Tier 2,2nd line support,Heather Urry,France,48.864716,2.349014,2023-06-10 02:58:45.000000,2023-06-10,2023-06,2023,6,June,Q2,Saturday,2023-06-10 03:58:45.000000,2023-06-10 10:20:28.641000,60.0,441.73,SLA Violated,SLA Violated,True,2023-06-12 02:58:45.000000,2023-06-11 15:01:23.488000,48.0,36.04,Within SLA,Within SLA,False,2023-06-16 15:31:34.137000,156.55,2.0,5.0,False,True,False,0.0,False,False,False,None,AG007
2324,Resolved,Completed,High,Phone,Product setup,Training and Consulting Services,Tier 1,1st line support,Sheela Cutten,Czech Republic,49.8037633,15.4749126,2023-06-10 03:37:03.000000,2023-06-10,2023-06,2023,6,June,Q2,Saturday,2023-06-10 03:39:03.000000,2023-06-10 03:38:58.600000,2.0,1.93,Within SLA,Within SLA,False,2023-06-12 03:37:03.000000,2023-06-10 09:37:15.668000,48.0,6.0,Within SLA,Within SLA,False,,,1.0,,False,True,False,0.0,False,False,False,None,AG005
2325,Resolved,Completed,Low,Email,Pricing and licensing,Ready to use Software,Tier 2,2nd line support,Heather Urry,Slovenia,46.1491664,14.9860106,2023-06-11 17:44:56.000000,2023-06-11,2023-06,2023,6,June,Q2,Sunday,2023-06-11 18:44:56.000000,2023-06-11 18:11:38.518000,60.0,26.71,Within SLA,Within SLA,False,2023-06-13 17:44:56.000000,2023-06-13 04:25:02.733000,48.0,34.67,Within SLA,Within SLA,False,,,8.0,,False,True,False,0.0,False,False,False,None,AG007
2332,Closed,Completed,Medium,Chat,Pricing and licensing,Other,Tier 1,1st line support,Connor Danielovitch,Poland,52.536273,19.050639,2023-06-12 18:07:44.000000,2023-06-12,2023-06,2023,6,June,Q2,Monday,2023-06-12 18:09:44.000000,2023-06-12 18:09:42.534000,2.0,1.98,Within SLA,Within SLA,False,2023-06-13 18:07:44.000000,2023-06-12 23:16:38.136000,24.0,5.15,Within SLA,Within SLA,False,2023-06-15 05:04:27.577000,58.95,6.0,4.0,False,True,False,0.0,False,False,False,None,AG002
2333,Closed,Completed,Low,Chat,Purchasing and invoicing,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Greece,39.368279,21.863141,2023-06-12 08:43:13.000000,2023-06-12,2023-06,2023,6,June,Q2,Monday,2023-06-12 08:45:13.000000,2023-06-12 08:44:40.365000,2.0,1.46,Within SLA,Within SLA,False,2023-06-13 08:43:13.000000,2023-06-13 06:10:37.003000,24.0,21.46,Within SLA,Within SLA,False,2023-06-15 23:36:06.006000,86.88,6.0,1.0,False,True,False,0.0,False,False,False,None,AG006
2334,Resolved,Completed,Low,Chat,Pricing and licensing,Ready to use Software,Tier 2,2nd line support,Michele Whyatt,Spain,39.67337,-4.767726,2023-06-12 18:04:14.000000,2023-06-12,2023-06,2023,6,June,Q2,Monday,2023-06-12 18:06:14.000000,2023-06-12 18:05:44.419000,2.0,1.51,Within SLA,Within SLA,False,2023-06-13 18:04:14.000000,2023-06-16 06:26:09.114000,24.0,84.37,SLA Violated,SLA Violated,True,,,4.0,,False,True,False,0.0,False,False,False,None,AG008
2335,Closed,Completed,Low,Email,Bug report,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Republic of Ireland,53.094024,-8.019675,2023-06-12 14:05:37.000000,2023-06-12,2023-06,2023,6,June,Q2,Monday,2023-06-12 15:05:37.000000,2023-06-12 14:16:40.584000,60.0,11.06,Within SLA,Within SLA,False,2023-06-14 14:05:37.000000,2023-06-13 19:56:43.473000,48.0,29.85,Within SLA,Within SLA,False,2023-06-18 11:38:56.357000,141.56,3.0,5.0,False,True,False,0.0,False,False,False,None,AG001
2336,In progress,Active,Low,Email,Purchasing and invoicing,Other,Tier 1,1st line support,Nicola Wane,United Kingdom,55.378052,-3.435973,2023-06-12 04:41:42.000000,2023-06-12,2023-06,2023,6,June,Q2,Monday,2023-06-12 05:41:42.000000,2023-06-12 05:32:52.551000,60.0,51.18,Within SLA,Within SLA,False,2023-06-14 04:41:42.000000,,48.0,,SLA Violated,SLA Violated,True,,,1.0,,True,False,True,206.04,False,False,False,None,AG004
2337,In progress,Active,Low,Chat,Feature request,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Czech Republic,49.8037633,15.4749126,2023-06-12 20:04:14.000000,2023-06-12,2023-06,2023,6,June,Q2,Monday,2023-06-12 20:06:14.000000,2023-06-12 20:05:32.430000,2.0,1.31,Within SLA,Within SLA,False,2023-06-13 20:04:14.000000,,24.0,,SLA Violated,SLA Violated,True,,,3.0,,True,False,True,205.4,False,False,False,None,AG006
2338,Resolved,Completed,Low,Chat,Purchasing and invoicing,Other,Tier 1,1st line support,Sheela Cutten,United Kingdom,55.378052,-3.435973,2023-06-12 17:39:34.000000,2023-06-12,2023-06,2023,6,June,Q2,Monday,2023-06-12 17:41:34.000000,2023-06-12 17:41:15.217000,2.0,1.69,Within SLA,Within SLA,False,2023-06-13 17:39:34.000000,2023-06-13 10:42:42.231000,24.0,17.05,Within SLA,Within SLA,False,,,5.0,,False,True,False,0.0,False,False,False,None,AG005
2339,Closed,Completed,Low,Email,Pricing and licensing,Custom software development,Tier 2,2nd line support,Adolpho Messingham,United Kingdom,55.378052,-3.435973,2023-06-12 02:59:16.000000,2023-06-12,2023-06,2023,6,June,Q2,Monday,2023-06-12 03:59:16.000000,2023-06-12 03:54:00.297000,60.0,54.74,Within SLA,Within SLA,False,2023-06-14 02:59:16.000000,2023-06-13 07:09:26.155000,48.0,28.17,Within SLA,Within SLA,False,2023-06-16 17:07:11.622000,110.13,8.0,3.0,False,True,False,0.0,False,False,False,None,AG006
2340,Closed,Completed,Medium,Email,Pricing and licensing,Custom software development,Tier 2,2nd line support,Heather Urry,Italy,43.036776,12.678565,2023-06-13 11:58:37.000000,2023-06-13,2023-06,2023,6,June,Q2,Tuesday,2023-06-13 12:58:37.000000,2023-06-13 12:28:38.598000,60.0,30.03,Within SLA,Within SLA,False,2023-06-15 11:58:37.000000,2023-06-14 19:51:19.462000,48.0,31.88,Within SLA,Within SLA,False,2023-06-14 02:08:26.799000,14.16,9.0,2.0,False,True,False,0.0,False,False,False,None,AG007
2341,Resolved,Completed,High,Chat,Feature request,Other,Tier 2,2nd line support,Adolpho Messingham,Italy,43.036776,12.678565,2023-06-13 15:33:31.000000,2023-06-13,2023-06,2023,6,June,Q2,Tuesday,2023-06-13 15:35:31.000000,2023-06-13 15:35:15.649000,2.0,1.74,Within SLA,Within SLA,False,2023-06-14 15:33:31.000000,2023-06-13 19:30:08.253000,24.0,3.94,Within SLA,Within SLA,False,,,60.0,,False,True,False,0.0,False,False,False,None,AG006
2342,Closed,Completed,Low,Email,Feature request,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Germany,51.165691,10.451526,2023-06-13 07:16:46.000000,2023-06-13,2023-06,2023,6,June,Q2,Tuesday,2023-06-13 08:16:46.000000,2023-06-13 10:44:36.930000,60.0,207.85,SLA Violated,SLA Violated,True,2023-06-15 07:16:46.000000,2023-06-14 18:46:17.045000,48.0,35.49,Within SLA,Within SLA,False,2023-06-16 20:37:15.102000,85.34,2.0,4.0,False,True,False,0.0,False,False,False,None,AG005
2343,Closed,Completed,High,Email,Purchasing and invoicing,Custom software development,Tier 1,1st line support,Kristos Westoll,Greece,39.368279,21.863141,2023-06-13 08:41:04.000000,2023-06-13,2023-06,2023,6,June,Q2,Tuesday,2023-06-13 09:41:04.000000,2023-06-13 09:30:05.128000,60.0,49.02,Within SLA,Within SLA,False,2023-06-15 08:41:04.000000,2023-06-15 16:27:17.187000,48.0,55.77,SLA Violated,SLA Violated,True,2023-06-16 17:08:40.392000,80.46,3.0,5.0,False,True,False,0.0,False,False,False,None,AG003
2344,Closed,Completed,Low,Chat,Feature request,Ready to use Software,Tier 1,1st line support,Bernard Beckley,Czech Republic,49.8037633,15.4749126,2023-06-13 17:13:06.000000,2023-06-13,2023-06,2023,6,June,Q2,Tuesday,2023-06-13 17:15:06.000000,2023-06-13 17:14:23.646000,2.0,1.29,Within SLA,Within SLA,False,2023-06-14 17:13:06.000000,2023-06-14 14:51:07.317000,24.0,21.63,Within SLA,Within SLA,False,2023-06-18 03:31:57.421000,106.31,6.0,5.0,False,True,False,0.0,False,False,False,None,AG001
2345,Closed,Completed,Low,Email,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,France,48.864716,2.349014,2023-06-13 09:35:27.000000,2023-06-13,2023-06,2023,6,June,Q2,Tuesday,2023-06-13 10:35:27.000000,2023-06-13 09:55:01.602000,60.0,19.58,Within SLA,Within SLA,False,2023-06-15 09:35:27.000000,2023-06-14 10:40:55.305000,48.0,25.09,Within SLA,Within SLA,False,2023-06-19 07:46:45.666000,142.19,3.0,4.0,False,True,False,0.0,False,False,False,None,AG002
2346,Resolved,Completed,Low,Email,Product setup,Ready to use Software,Tier 1,1st line support,Connor Danielovitch,Germany,51.165691,10.451526,2023-06-13 13:58:40.000000,2023-06-13,2023-06,2023,6,June,Q2,Tuesday,2023-06-13 14:58:40.000000,2023-06-13 14:20:11.537000,60.0,21.53,Within SLA,Within SLA,False,2023-06-15 13:58:40.000000,2023-06-14 23:28:30.516000,48.0,33.5,Within SLA,Within SLA,False,,,9.0,,False,True,False,0.0,False,False,False,None,AG002
2347,Closed,Completed,Medium,Email,Bug report,Custom software development,Tier 1,1st line support,Kristos Westoll,Poland,52.536273,19.050639,2023-06-13 01:46:10.000000,2023-06-13,2023-06,2023,6,June,Q2,Tuesday,2023-06-13 02:46:10.000000,2023-06-13 01:54:22.408000,60.0,8.21,Within SLA,Within SLA,False,2023-06-15 01:46:10.000000,2023-06-13 20:42:09.972000,48.0,18.93,Within SLA,Within SLA,False,2023-06-18 15:49:32.536000,134.06,8.0,4.0,False,True,False,0.0,False,False,False,None,AG003
2348,Closed,Completed,Low,Chat,Pricing and licensing,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Republic of Ireland,53.094024,-8.019675,2023-06-14 03:36:59.000000,2023-06-14,2023-06,2023,6,June,Q2,Wednesday,2023-06-14 03:38:59.000000,2023-06-14 03:38:12.267000,2.0,1.22,Within SLA,Within SLA,False,2023-06-15 03:36:59.000000,2023-06-15 03:32:19.971000,24.0,23.92,Within SLA,Within SLA,False,2023-06-18 17:18:26.455000,109.69,3.0,4.0,False,True,False,0.0,False,False,False,None,AG005
2349,Resolved,Completed,Low,Phone,Purchasing and invoicing,Ready to use Software,Tier 1,1st line support,Nicola Wane,Germany,51.165691,10.451526,2023-06-14 05:05:18.000000,2023-06-14,2023-06,2023,6,June,Q2,Wednesday,2023-06-14 05:07:18.000000,2023-06-14 05:10:53.137000,2.0,5.59,SLA Violated,SLA Violated,True,2023-06-16 05:05:18.000000,2023-06-15 01:06:42.140000,48.0,20.02,Within SLA,Within SLA,False,,,6.0,,False,True,False,0.0,False,False,False,None,AG004
2350,Resolved,Completed,Medium,Email,Feature request,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Germany,51.165691,10.451526,2023-06-14 14:13:32.000000,2023-06-14,2023-06,2023,6,June,Q2,Wednesday,2023-06-14 15:13:32.000000,2023-06-14 15:01:12.471000,60.0,47.67,Within SLA,Within SLA,False,2023-06-16 14:13:32.000000,2023-06-15 04:54:36.719000,48.0,14.68,Within SLA,Within SLA,False,,,6.0,,False,True,False,0.0,False,False,False,None,AG005
2351,Closed,Completed,Low,Phone,Product setup,Ready to use Software,Tier 2,2nd line support,Adolpho Messingham,Republic of Ireland,53.094024,-8.019675,2023-06-14 07:37:55.000000,2023-06-14,2023-06,2023,6,June,Q2,Wednesday,2023-06-14 07:39:55.000000,2023-06-14 07:39:17.588000,2.0,1.38,Within SLA,Within SLA,False,2023-06-16 07:37:55.000000,2023-06-15 11:12:43.806000,48.0,27.58,Within SLA,Within SLA,False,2023-06-20 18:01:23.816000,154.39,7.0,1.0,False,True,False,0.0,False,False,False,None,AG006
2352,Resolved,Completed,High,Email,Training request,Training and Consulting Services,Tier 2,2nd line support,Michele Whyatt,Bulgaria,42.7249925,25.4833039,2023-06-14 19:25:36.000000,2023-06-14,2023-06,2023,6,June,Q2,Wednesday,2023-06-14 20:25:36.000000,2023-06-14 19:27:39.931000,60.0,2.07,Within SLA,Within SLA,False,2023-06-16 19:25:36.000000,2023-06-19 15:23:09.191000,48.0,115.96,SLA Violated,SLA Violated,True,,,10.0,,False,True,False,0.0,False,False,False,None,AG008
2353,Closed,Completed,Medium,Email,Product setup,Training and Consulting Services,Tier 1,1st line support,Nicola Wane,United Kingdom,55.378052,-3.435973,2023-06-14 08:44:11.000000,2023-06-14,2023-06,2023,6,June,Q2,Wednesday,2023-06-14 09:44:11.000000,2023-06-14 11:05:24.967000,60.0,141.23,SLA Violated,SLA Violated,True,2023-06-16 08:44:11.000000,2023-06-16 11:16:15.410000,48.0,50.53,SLA Violated,SLA Violated,True,2023-06-17 02:19:09.674000,65.58,3.0,3.0,False,True,False,0.0,False,False,False,None,AG004
2354,Closed,Completed,Medium,Email,Bug report,Ready to use Software,Tier 1,1st line support,Sheela Cutten,Czech Republic,49.8037633,15.4749126,2023-06-14 03:27:43.000000,2023-06-14,2023-06,2023,6,June,Q2,Wednesday,2023-06-14 04:27:43.000000,2023-06-14 03:38:56.967000,60.0,11.23,Within SLA,Within SLA,False,2023-06-16 03:27:43.000000,2023-06-15 19:29:35.596000,48.0,40.03,Within SLA,Within SLA,False,2023-06-19 21:50:09.315000,138.37,9.0,4.0,False,True,False,0.0,False,False,False,None,AG005
2355,In progress,Active,Medium,Chat,Pricing and licensing,Ready to use Software,Tier 2,2nd line support,Heather Urry,Austria,47.6964719,13.3457347,2023-06-15 07:44:22.000000,2023-06-15,2023-06,2023,6,June,Q2,Thursday,2023-06-15 07:46:22.000000,2023-06-15 07:45:53.276000,2.0,1.52,Within SLA,Within SLA,False,2023-06-16 07:44:22.000000,,24.0,,SLA Violated,SLA Violated,True,,,7.0,,True,False,True,202.91,False,False,False,None,AG007
2356,Closed,Completed,Medium,Chat,Feature request,Other,Tier 2,2nd line support,Michele Whyatt,Slovenia,46.1491664,14.9860106,2023-06-15 09:33:18.000000,2023-06-15,2023-06,2023,6,June,Q2,Thursday,2023-06-15 09:35:18.000000,2023-06-15 09:38:33.077000,2.0,5.25,SLA Violated,SLA Violated,True,2023-06-16 09:33:18.000000,2023-06-16 02:03:48.314000,24.0,16.51,Within SLA,Within SLA,False,2023-06-17 23:06:40.787000,61.56,6.0,3.0,False,True,False,0.0,False,False,False,None,AG008
2357,In progress,Active,High,Email,Feature request,Custom software development,Tier 2,2nd line support,Michele Whyatt,United Kingdom,55.378052,-3.435973,2023-06-15 03:11:42.000000,2023-06-15,2023-06,2023,6,June,Q2,Thursday,2023-06-15 04:11:42.000000,2023-06-15 03:36:31.562000,60.0,24.83,Within SLA,Within SLA,False,2023-06-17 03:11:42.000000,,48.0,,SLA Violated,SLA Violated,True,,,5.0,,True,False,True,203.1,False,False,False,None,AG008
